usage_id,category,water_consumption,power_consumption,start_time,end_time,room_id,device_id
376023,toilet_light,,0.0011500000000000002,2026-01-02T19:33:27+00:00,2026-01-02T19:39:12+00:00,1,
376024,water,6.273639252772713,,2026-01-02T19:33:27+00:00,2026-01-02T19:39:12+00:00,1,
376025,toilet_light,,0.0002933333333333333,2026-01-02T22:51:42+00:00,2026-01-02T22:53:10+00:00,1,
376026,water,5.531911018361424,,2026-01-02T22:51:42+00:00,2026-01-02T22:53:10+00:00,1,
376027,water,40.32572869142467,,2026-01-01T07:13:06+00:00,2026-01-01T07:18:39+00:00,2,
376028,toilet_light,,0.0010499999999999997,2026-01-01T01:56:07+00:00,2026-01-01T02:01:22+00:00,2,
376029,water,8.193582299142895,,2026-01-01T01:56:07+00:00,2026-01-01T02:01:22+00:00,2,
376030,toilet_light,,0.00043666666666666664,2026-01-01T07:18:01+00:00,2026-01-01T07:20:12+00:00,2,
376031,water,7.048831500710424,,2026-01-01T07:18:01+00:00,2026-01-01T07:20:12+00:00,2,
376032,toilet_light,,0.0006466666666666667,2026-01-01T08:24:39+00:00,2026-01-01T08:27:53+00:00,2,
376033,water,9.191840391956655,,2026-01-01T08:24:39+00:00,2026-01-01T08:27:53+00:00,2,
376034,toilet_light,,0.0003533333333333333,2026-01-01T13:15:32+00:00,2026-01-01T13:17:18+00:00,2,
376035,water,10.403888643768687,,2026-01-01T13:15:32+00:00,2026-01-01T13:17:18+00:00,2,
376036,toilet_light,,0.00045999999999999996,2026-01-01T13:59:46+00:00,2026-01-01T14:02:04+00:00,2,
376037,water,9.575844492295452,,2026-01-01T13:59:46+00:00,2026-01-01T14:02:04+00:00,2,
376038,toilet_light,,0.0009199999999999999,2026-01-01T15:17:41+00:00,2026-01-01T15:22:17+00:00,2,
376039,water,8.32091689518102,,2026-01-01T15:17:41+00:00,2026-01-01T15:22:17+00:00,2,
376040,toilet_light,,0.0009966666666666665,2026-01-01T16:29:31+00:00,2026-01-01T16:34:30+00:00,2,
376041,water,9.567483345052455,,2026-01-01T16:29:31+00:00,2026-01-01T16:34:30+00:00,2,
376042,toilet_light,,0.00021666666666666666,2026-01-01T16:38:16+00:00,2026-01-01T16:39:21+00:00,2,
376043,water,8.010706757338546,,2026-01-01T16:38:16+00:00,2026-01-01T16:39:21+00:00,2,
376044,toilet_light,,0.0007,2026-01-01T19:00:55+00:00,2026-01-01T19:04:25+00:00,2,
376045,water,7.6988802604343824,,2026-01-01T19:00:55+00:00,2026-01-01T19:04:25+00:00,2,
376046,toilet_light,,0.0006466666666666667,2026-01-01T21:05:46+00:00,2026-01-01T21:09:00+00:00,2,
376047,water,11.216738431791146,,2026-01-01T21:05:46+00:00,2026-01-01T21:09:00+00:00,2,
376048,toilet_light,,0.0010633333333333334,2026-01-01T23:50:03+00:00,2026-01-01T23:55:22+00:00,2,
376049,water,11.213539335283372,,2026-01-01T23:50:03+00:00,2026-01-01T23:55:22+00:00,2,
376050,water,89.94143481939383,,2026-01-02T08:54:28+00:00,2026-01-02T09:03:47+00:00,2,
376051,toilet_light,,0.0011033333333333333,2026-01-02T07:28:13+00:00,2026-01-02T07:33:44+00:00,2,
376052,water,10.509617850021131,,2026-01-02T07:28:13+00:00,2026-01-02T07:33:44+00:00,2,
376053,toilet_light,,0.0010333333333333332,2026-01-02T10:54:34+00:00,2026-01-02T10:59:44+00:00,2,
376054,water,6.905949975843628,,2026-01-02T10:54:34+00:00,2026-01-02T10:59:44+00:00,2,
376055,toilet_light,,0.0003333333333333333,2026-01-02T12:31:38+00:00,2026-01-02T12:33:18+00:00,2,
376056,water,6.040441511294251,,2026-01-02T12:31:38+00:00,2026-01-02T12:33:18+00:00,2,
376057,toilet_light,,0.00031666666666666665,2026-01-02T14:10:46+00:00,2026-01-02T14:12:21+00:00,2,
376058,water,10.628229126116365,,2026-01-02T14:10:46+00:00,2026-01-02T14:12:21+00:00,2,
376059,toilet_light,,0.0004133333333333333,2026-01-02T14:11:32+00:00,2026-01-02T14:13:36+00:00,2,
376060,water,6.225219743365389,,2026-01-02T14:11:32+00:00,2026-01-02T14:13:36+00:00,2,
376061,toilet_light,,0.0011366666666666667,2026-01-02T17:09:51+00:00,2026-01-02T17:15:32+00:00,2,
376062,water,6.550354020899924,,2026-01-02T17:09:51+00:00,2026-01-02T17:15:32+00:00,2,
376063,toilet_light,,0.00088,2026-01-02T19:49:51+00:00,2026-01-02T19:54:15+00:00,2,
376064,water,11.030417538930998,,2026-01-02T19:49:51+00:00,2026-01-02T19:54:15+00:00,2,
376065,toilet_light,,0.0009466666666666665,2026-01-02T19:55:40+00:00,2026-01-02T20:00:24+00:00,2,
376066,water,10.017083004970779,,2026-01-02T19:55:40+00:00,2026-01-02T20:00:24+00:00,2,
376067,toilet_light,,0.00062,2026-01-02T20:50:14+00:00,2026-01-02T20:53:20+00:00,2,
376068,water,6.336317702955916,,2026-01-02T20:50:14+00:00,2026-01-02T20:53:20+00:00,2,
376069,toilet_light,,0.0011433333333333332,2026-01-02T22:54:31+00:00,2026-01-02T23:00:14+00:00,2,
376070,water,6.045160601002095,,2026-01-02T22:54:31+00:00,2026-01-02T23:00:14+00:00,2,
376071,water,40.555078865768095,,2026-01-03T08:52:19+00:00,2026-01-03T08:57:49+00:00,2,
376072,toilet_light,,0.0006033333333333333,2026-01-03T06:38:41+00:00,2026-01-03T06:41:42+00:00,2,
376073,water,7.00300546752906,,2026-01-03T06:38:41+00:00,2026-01-03T06:41:42+00:00,2,
376074,toilet_light,,0.0011200000000000001,2026-01-03T10:40:47+00:00,2026-01-03T10:46:23+00:00,2,
376075,water,7.487447693192937,,2026-01-03T10:40:47+00:00,2026-01-03T10:46:23+00:00,2,
376076,toilet_light,,0.00036333333333333335,2026-01-03T12:51:30+00:00,2026-01-03T12:53:19+00:00,2,
376077,water,8.551517177365112,,2026-01-03T12:51:30+00:00,2026-01-03T12:53:19+00:00,2,
376078,toilet_light,,0.0008999999999999999,2026-01-03T13:43:59+00:00,2026-01-03T13:48:29+00:00,2,
376079,water,8.603628133724971,,2026-01-03T13:43:59+00:00,2026-01-03T13:48:29+00:00,2,
376080,toilet_light,,0.0003666666666666666,2026-01-03T14:12:42+00:00,2026-01-03T14:14:32+00:00,2,
376081,water,6.569240059176261,,2026-01-03T14:12:42+00:00,2026-01-03T14:14:32+00:00,2,
376082,toilet_light,,0.0003833333333333333,2026-01-03T15:42:18+00:00,2026-01-03T15:44:13+00:00,2,
376083,water,6.0568457223916194,,2026-01-03T15:42:18+00:00,2026-01-03T15:44:13+00:00,2,
376084,toilet_light,,0.0009633333333333334,2026-01-03T16:18:18+00:00,2026-01-03T16:23:07+00:00,2,
376085,water,5.4963291820994025,,2026-01-03T16:18:18+00:00,2026-01-03T16:23:07+00:00,2,
376086,toilet_light,,0.0003666666666666666,2026-01-03T18:41:10+00:00,2026-01-03T18:43:00+00:00,2,
376087,water,7.251004312338768,,2026-01-03T18:41:10+00:00,2026-01-03T18:43:00+00:00,2,
376088,toilet_light,,0.00022333333333333333,2026-01-03T20:16:25+00:00,2026-01-03T20:17:32+00:00,2,
376089,water,11.646172140545701,,2026-01-03T20:16:25+00:00,2026-01-03T20:17:32+00:00,2,
376090,toilet_light,,0.0006033333333333333,2026-01-03T22:02:00+00:00,2026-01-03T22:05:01+00:00,2,
376091,water,6.44278659173651,,2026-01-03T22:02:00+00:00,2026-01-03T22:05:01+00:00,2,
376092,toilet_light,,0.0005633333333333332,2026-01-03T23:00:33+00:00,2026-01-03T23:03:22+00:00,2,
376093,water,11.059847707029558,,2026-01-03T23:00:33+00:00,2026-01-03T23:03:22+00:00,2,
376094,water,63.13363260279038,,2026-01-04T06:00:35+00:00,2026-01-04T06:08:54+00:00,2,
376095,toilet_light,,0.0009199999999999999,2026-01-04T02:35:47+00:00,2026-01-04T02:40:23+00:00,2,
376096,water,9.30084900361822,,2026-01-04T02:35:47+00:00,2026-01-04T02:40:23+00:00,2,
376097,toilet_light,,0.0007033333333333334,2026-01-04T07:24:32+00:00,2026-01-04T07:28:03+00:00,2,
376098,water,5.546409380490584,,2026-01-04T07:24:32+00:00,2026-01-04T07:28:03+00:00,2,
376099,toilet_light,,0.0011233333333333336,2026-01-04T07:43:42+00:00,2026-01-04T07:49:19+00:00,2,
376100,water,5.451520843760848,,2026-01-04T07:43:42+00:00,2026-01-04T07:49:19+00:00,2,
376101,toilet_light,,0.0002833333333333333,2026-01-04T10:25:47+00:00,2026-01-04T10:27:12+00:00,2,
376102,water,8.578584006177543,,2026-01-04T10:25:47+00:00,2026-01-04T10:27:12+00:00,2,
376103,toilet_light,,0.0005166666666666666,2026-01-04T12:31:03+00:00,2026-01-04T12:33:38+00:00,2,
376104,water,4.8261009946335065,,2026-01-04T12:31:03+00:00,2026-01-04T12:33:38+00:00,2,
376105,toilet_light,,0.0006000000000000001,2026-01-04T12:43:45+00:00,2026-01-04T12:46:45+00:00,2,
376106,water,8.861187300109929,,2026-01-04T12:43:45+00:00,2026-01-04T12:46:45+00:00,2,
376107,toilet_light,,0.00117,2026-01-04T16:37:20+00:00,2026-01-04T16:43:11+00:00,2,
376108,water,7.136278453483415,,2026-01-04T16:37:20+00:00,2026-01-04T16:43:11+00:00,2,
376109,toilet_light,,0.0011933333333333334,2026-01-04T21:48:57+00:00,2026-01-04T21:54:55+00:00,2,
376110,water,7.980333203357611,,2026-01-04T21:48:57+00:00,2026-01-04T21:54:55+00:00,2,
376111,water,87.52464526218536,,2026-01-05T09:02:52+00:00,2026-01-05T09:13:58+00:00,2,
376112,toilet_light,,0.00042333333333333334,2026-01-05T03:36:09+00:00,2026-01-05T03:38:16+00:00,2,
376113,water,8.246444807165183,,2026-01-05T03:36:09+00:00,2026-01-05T03:38:16+00:00,2,
376114,toilet_light,,0.00098,2026-01-05T06:05:05+00:00,2026-01-05T06:09:59+00:00,2,
376115,water,8.925879120690619,,2026-01-05T06:05:05+00:00,2026-01-05T06:09:59+00:00,2,
376116,toilet_light,,0.00037,2026-01-05T06:39:37+00:00,2026-01-05T06:41:28+00:00,2,
376117,water,5.241820248619174,,2026-01-05T06:39:37+00:00,2026-01-05T06:41:28+00:00,2,
376118,toilet_light,,0.0008300000000000001,2026-01-05T12:37:34+00:00,2026-01-05T12:41:43+00:00,2,
376119,water,6.9080353032041,,2026-01-05T12:37:34+00:00,2026-01-05T12:41:43+00:00,2,
376120,toilet_light,,0.0011266666666666664,2026-01-05T13:12:20+00:00,2026-01-05T13:17:58+00:00,2,
376121,water,9.46922959289692,,2026-01-05T13:12:20+00:00,2026-01-05T13:17:58+00:00,2,
376122,toilet_light,,0.0010999999999999998,2026-01-05T14:13:24+00:00,2026-01-05T14:18:54+00:00,2,
376123,water,6.5452967005725355,,2026-01-05T14:13:24+00:00,2026-01-05T14:18:54+00:00,2,
376124,toilet_light,,0.0007099999999999999,2026-01-05T15:10:36+00:00,2026-01-05T15:14:09+00:00,2,
376125,water,9.238463752359559,,2026-01-05T15:10:36+00:00,2026-01-05T15:14:09+00:00,2,
376126,toilet_light,,0.00038,2026-01-05T19:03:02+00:00,2026-01-05T19:04:56+00:00,2,
376127,water,8.431792776297467,,2026-01-05T19:03:02+00:00,2026-01-05T19:04:56+00:00,2,
376128,toilet_light,,0.0006799999999999999,2026-01-05T20:24:26+00:00,2026-01-05T20:27:50+00:00,2,
376129,water,9.261702040425874,,2026-01-05T20:24:26+00:00,2026-01-05T20:27:50+00:00,2,
376130,water,65.48529402726244,,2026-01-06T08:53:11+00:00,2026-01-06T09:00:26+00:00,2,
376131,toilet_light,,0.0003566666666666667,2026-01-06T00:27:44+00:00,2026-01-06T00:29:31+00:00,2,
376132,water,9.202814109589966,,2026-01-06T00:27:44+00:00,2026-01-06T00:29:31+00:00,2,
376133,toilet_light,,0.0007666666666666666,2026-01-06T06:01:56+00:00,2026-01-06T06:05:46+00:00,2,
376134,water,9.87580223381186,,2026-01-06T06:01:56+00:00,2026-01-06T06:05:46+00:00,2,
376135,toilet_light,,0.0011566666666666667,2026-01-06T13:28:14+00:00,2026-01-06T13:34:01+00:00,2,
376136,water,4.551506920240871,,2026-01-06T13:28:14+00:00,2026-01-06T13:34:01+00:00,2,
376137,toilet_light,,0.00045333333333333337,2026-01-06T15:53:34+00:00,2026-01-06T15:55:50+00:00,2,
376138,water,9.281357999719857,,2026-01-06T15:53:34+00:00,2026-01-06T15:55:50+00:00,2,
376139,toilet_light,,0.0011933333333333334,2026-01-06T16:01:18+00:00,2026-01-06T16:07:16+00:00,2,
376140,water,8.223049608503072,,2026-01-06T16:01:18+00:00,2026-01-06T16:07:16+00:00,2,
376141,toilet_light,,0.00027,2026-01-06T17:01:17+00:00,2026-01-06T17:02:38+00:00,2,
376142,water,8.26854176925566,,2026-01-06T17:01:17+00:00,2026-01-06T17:02:38+00:00,2,
376143,toilet_light,,0.0005566666666666667,2026-01-06T21:15:24+00:00,2026-01-06T21:18:11+00:00,2,
376144,water,9.511053650268849,,2026-01-06T21:15:24+00:00,2026-01-06T21:18:11+00:00,2,
376145,water,100.27092074997428,,2026-01-07T08:32:53+00:00,2026-01-07T08:41:21+00:00,2,
376146,toilet_light,,0.0005,2026-01-07T07:28:44+00:00,2026-01-07T07:31:14+00:00,2,
376147,water,8.77400420044173,,2026-01-07T07:28:44+00:00,2026-01-07T07:31:14+00:00,2,
376148,toilet_light,,0.0003833333333333333,2026-01-07T13:26:56+00:00,2026-01-07T13:28:51+00:00,2,
376149,water,6.317265053682295,,2026-01-07T13:26:56+00:00,2026-01-07T13:28:51+00:00,2,
376150,toilet_light,,0.001,2026-01-07T14:15:31+00:00,2026-01-07T14:20:31+00:00,2,
376151,water,7.616952422840029,,2026-01-07T14:15:31+00:00,2026-01-07T14:20:31+00:00,2,
376152,toilet_light,,0.0009833333333333335,2026-01-07T14:25:42+00:00,2026-01-07T14:30:37+00:00,2,
376153,water,8.26374035085281,,2026-01-07T14:25:42+00:00,2026-01-07T14:30:37+00:00,2,
376154,toilet_light,,0.0005866666666666667,2026-01-07T15:44:51+00:00,2026-01-07T15:47:47+00:00,2,
376155,water,7.1967073294503425,,2026-01-07T15:44:51+00:00,2026-01-07T15:47:47+00:00,2,
376156,toilet_light,,0.0007966666666666667,2026-01-07T18:37:54+00:00,2026-01-07T18:41:53+00:00,2,
376157,water,8.586540330810303,,2026-01-07T18:37:54+00:00,2026-01-07T18:41:53+00:00,2,
376158,toilet_light,,0.0011133333333333334,2026-01-07T20:32:09+00:00,2026-01-07T20:37:43+00:00,2,
376159,water,6.030270785895052,,2026-01-07T20:32:09+00:00,2026-01-07T20:37:43+00:00,2,
376160,toilet_light,,0.0006433333333333333,2026-01-07T20:32:26+00:00,2026-01-07T20:35:39+00:00,2,
376161,water,7.7916817334185176,,2026-01-07T20:32:26+00:00,2026-01-07T20:35:39+00:00,2,
376162,toilet_light,,0.00065,2026-01-07T20:59:16+00:00,2026-01-07T21:02:31+00:00,2,
376163,water,6.102028375233225,,2026-01-07T20:59:16+00:00,2026-01-07T21:02:31+00:00,2,
376164,water,66.07411865804796,,2026-01-08T09:34:44+00:00,2026-01-08T09:42:24+00:00,2,
376165,toilet_light,,0.0006333333333333333,2026-01-08T07:43:48+00:00,2026-01-08T07:46:58+00:00,2,
376166,water,5.699287960294581,,2026-01-08T07:43:48+00:00,2026-01-08T07:46:58+00:00,2,
376167,toilet_light,,0.0010866666666666668,2026-01-08T11:14:53+00:00,2026-01-08T11:20:19+00:00,2,
376168,water,10.381696219645953,,2026-01-08T11:14:53+00:00,2026-01-08T11:20:19+00:00,2,
376169,toilet_light,,0.0007633333333333332,2026-01-08T12:38:12+00:00,2026-01-08T12:42:01+00:00,2,
376170,water,9.206923235649015,,2026-01-08T12:38:12+00:00,2026-01-08T12:42:01+00:00,2,
376171,toilet_light,,0.00041,2026-01-08T15:18:54+00:00,2026-01-08T15:20:57+00:00,2,
376172,water,8.709641439240164,,2026-01-08T15:18:54+00:00,2026-01-08T15:20:57+00:00,2,
376173,toilet_light,,0.0007266666666666667,2026-01-08T15:55:32+00:00,2026-01-08T15:59:10+00:00,2,
376174,water,8.515158363643629,,2026-01-08T15:55:32+00:00,2026-01-08T15:59:10+00:00,2,
376175,toilet_light,,0.0008466666666666667,2026-01-08T19:09:30+00:00,2026-01-08T19:13:44+00:00,2,
376176,water,10.12416469984164,,2026-01-08T19:09:30+00:00,2026-01-08T19:13:44+00:00,2,
376177,toilet_light,,0.00117,2026-01-08T19:44:46+00:00,2026-01-08T19:50:37+00:00,2,
376178,water,7.284179848294212,,2026-01-08T19:44:46+00:00,2026-01-08T19:50:37+00:00,2,
376179,toilet_light,,0.0002,2026-01-08T21:49:37+00:00,2026-01-08T21:50:37+00:00,2,
376180,water,6.386867995524902,,2026-01-08T21:49:37+00:00,2026-01-08T21:50:37+00:00,2,
376181,toilet_light,,0.0005633333333333332,2026-01-02T23:30:09+00:00,2026-01-02T23:32:58+00:00,3,
376182,water,8.998955561959141,,2026-01-02T23:30:09+00:00,2026-01-02T23:32:58+00:00,3,
376183,toilet_light,,0.00048666666666666666,2026-01-02T23:30:11+00:00,2026-01-02T23:32:37+00:00,3,
376184,water,8.360477018473283,,2026-01-02T23:30:11+00:00,2026-01-02T23:32:37+00:00,3,
376185,toilet_light,,0.0007700000000000001,2026-01-02T23:31:44+00:00,2026-01-02T23:35:35+00:00,3,
376186,water,7.337335088999497,,2026-01-02T23:31:44+00:00,2026-01-02T23:35:35+00:00,3,
376187,water,74.97236012491503,,2026-01-03T07:24:45+00:00,2026-01-03T07:31:40+00:00,3,
376188,toilet_light,,0.0006166666666666667,2026-01-03T06:25:14+00:00,2026-01-03T06:28:19+00:00,3,
376189,water,10.870119841173093,,2026-01-03T06:25:14+00:00,2026-01-03T06:28:19+00:00,3,
376190,toilet_light,,0.0011799999999999998,2026-01-03T15:46:20+00:00,2026-01-03T15:52:14+00:00,3,
376191,water,7.15233266002291,,2026-01-03T15:46:20+00:00,2026-01-03T15:52:14+00:00,3,
376192,toilet_light,,0.0010433333333333334,2026-01-03T16:08:43+00:00,2026-01-03T16:13:56+00:00,3,
376193,water,6.6967069461291935,,2026-01-03T16:08:43+00:00,2026-01-03T16:13:56+00:00,3,
376194,toilet_light,,0.0009233333333333333,2026-01-03T18:58:12+00:00,2026-01-03T19:02:49+00:00,3,
376195,water,7.565302295729083,,2026-01-03T18:58:12+00:00,2026-01-03T19:02:49+00:00,3,
376196,toilet_light,,0.0011500000000000002,2026-01-04T00:27:25+00:00,2026-01-04T00:33:10+00:00,3,
376197,water,7.318397908579444,,2026-01-04T00:27:25+00:00,2026-01-04T00:33:10+00:00,3,
376198,toilet_light,,0.0011033333333333333,2026-01-04T07:12:49+00:00,2026-01-04T07:18:20+00:00,3,
376199,water,10.847183525199673,,2026-01-04T07:12:49+00:00,2026-01-04T07:18:20+00:00,3,
376200,toilet_light,,0.0009533333333333334,2026-01-04T10:13:45+00:00,2026-01-04T10:18:31+00:00,3,
376201,water,9.305301309253926,,2026-01-04T10:13:45+00:00,2026-01-04T10:18:31+00:00,3,
376202,toilet_light,,0.00064,2026-01-04T13:26:55+00:00,2026-01-04T13:30:07+00:00,3,
376203,water,10.326513729675744,,2026-01-04T13:26:55+00:00,2026-01-04T13:30:07+00:00,3,
376204,toilet_light,,0.0006699999999999999,2026-01-04T16:03:31+00:00,2026-01-04T16:06:52+00:00,3,
376205,water,9.536577916121379,,2026-01-04T16:03:31+00:00,2026-01-04T16:06:52+00:00,3,
376206,toilet_light,,0.0006066666666666667,2026-01-04T16:05:47+00:00,2026-01-04T16:08:49+00:00,3,
376207,water,5.882192290022479,,2026-01-04T16:05:47+00:00,2026-01-04T16:08:49+00:00,3,
376208,toilet_light,,0.0006866666666666667,2026-01-04T16:19:14+00:00,2026-01-04T16:22:40+00:00,3,
376209,water,6.379256238950725,,2026-01-04T16:19:14+00:00,2026-01-04T16:22:40+00:00,3,
376210,toilet_light,,0.0011200000000000001,2026-01-04T16:59:12+00:00,2026-01-04T17:04:48+00:00,3,
376211,water,5.110131064923676,,2026-01-04T16:59:12+00:00,2026-01-04T17:04:48+00:00,3,
376212,toilet_light,,0.0008933333333333333,2026-01-04T18:35:04+00:00,2026-01-04T18:39:32+00:00,3,
376213,water,7.212402574238524,,2026-01-04T18:35:04+00:00,2026-01-04T18:39:32+00:00,3,
376214,toilet_light,,0.00030333333333333335,2026-01-04T19:23:27+00:00,2026-01-04T19:24:58+00:00,3,
376215,water,6.468559445560301,,2026-01-04T19:23:27+00:00,2026-01-04T19:24:58+00:00,3,
376216,toilet_light,,0.0011966666666666668,2026-01-04T19:56:50+00:00,2026-01-04T20:02:49+00:00,3,
376217,water,9.083046451142366,,2026-01-04T19:56:50+00:00,2026-01-04T20:02:49+00:00,3,
376218,toilet_light,,0.0011799999999999998,2026-01-04T21:46:34+00:00,2026-01-04T21:52:28+00:00,3,
376219,water,6.217824570315339,,2026-01-04T21:46:34+00:00,2026-01-04T21:52:28+00:00,3,
376220,water,92.48705273339831,,2026-01-05T09:25:44+00:00,2026-01-05T09:34:03+00:00,3,
376221,toilet_light,,0.00113,2026-01-05T04:53:56+00:00,2026-01-05T04:59:35+00:00,3,
376222,water,10.1786133650886,,2026-01-05T04:53:56+00:00,2026-01-05T04:59:35+00:00,3,
376223,toilet_light,,0.0009433333333333334,2026-01-05T07:59:50+00:00,2026-01-05T08:04:33+00:00,3,
376224,water,7.778124417757048,,2026-01-05T07:59:50+00:00,2026-01-05T08:04:33+00:00,3,
376225,toilet_light,,0.0008900000000000002,2026-01-05T08:29:03+00:00,2026-01-05T08:33:30+00:00,3,
376226,water,10.190272178405353,,2026-01-05T08:29:03+00:00,2026-01-05T08:33:30+00:00,3,
376227,toilet_light,,0.0008699999999999999,2026-01-05T12:14:43+00:00,2026-01-05T12:19:04+00:00,3,
376228,water,9.04956322159719,,2026-01-05T12:14:43+00:00,2026-01-05T12:19:04+00:00,3,
376229,toilet_light,,0.00033999999999999997,2026-01-05T16:51:42+00:00,2026-01-05T16:53:24+00:00,3,
376230,water,7.8801368555692015,,2026-01-05T16:51:42+00:00,2026-01-05T16:53:24+00:00,3,
376231,toilet_light,,0.0009866666666666667,2026-01-05T17:39:50+00:00,2026-01-05T17:44:46+00:00,3,
376232,water,5.911067180149283,,2026-01-05T17:39:50+00:00,2026-01-05T17:44:46+00:00,3,
376233,toilet_light,,0.0007733333333333333,2026-01-05T19:55:35+00:00,2026-01-05T19:59:27+00:00,3,
376234,water,9.129789321493304,,2026-01-05T19:55:35+00:00,2026-01-05T19:59:27+00:00,3,
376235,toilet_light,,0.0009166666666666668,2026-01-05T20:58:30+00:00,2026-01-05T21:03:05+00:00,3,
376236,water,5.782504487368338,,2026-01-05T20:58:30+00:00,2026-01-05T21:03:05+00:00,3,
376237,toilet_light,,0.00022999999999999998,2026-01-05T22:08:19+00:00,2026-01-05T22:09:28+00:00,3,
376238,water,8.185752447671042,,2026-01-05T22:08:19+00:00,2026-01-05T22:09:28+00:00,3,
376239,toilet_light,,0.00025,2026-01-06T06:21:59+00:00,2026-01-06T06:23:14+00:00,3,
376240,water,9.586332505958783,,2026-01-06T06:21:59+00:00,2026-01-06T06:23:14+00:00,3,
376241,toilet_light,,0.00023333333333333333,2026-01-06T06:37:28+00:00,2026-01-06T06:38:38+00:00,3,
376242,water,8.050749626030836,,2026-01-06T06:37:28+00:00,2026-01-06T06:38:38+00:00,3,
376243,toilet_light,,0.0010066666666666666,2026-01-06T11:55:56+00:00,2026-01-06T12:00:58+00:00,3,
376244,water,9.170012094310604,,2026-01-06T11:55:56+00:00,2026-01-06T12:00:58+00:00,3,
376245,toilet_light,,0.0004833333333333334,2026-01-06T14:19:56+00:00,2026-01-06T14:22:21+00:00,3,
376246,water,9.93154727187482,,2026-01-06T14:19:56+00:00,2026-01-06T14:22:21+00:00,3,
376247,toilet_light,,0.00039333333333333337,2026-01-06T15:21:27+00:00,2026-01-06T15:23:25+00:00,3,
376248,water,8.631127118328601,,2026-01-06T15:21:27+00:00,2026-01-06T15:23:25+00:00,3,
376249,toilet_light,,0.00073,2026-01-06T16:13:58+00:00,2026-01-06T16:17:37+00:00,3,
376250,water,4.909825497131191,,2026-01-06T16:13:58+00:00,2026-01-06T16:17:37+00:00,3,
376251,toilet_light,,0.0005366666666666666,2026-01-06T21:24:58+00:00,2026-01-06T21:27:39+00:00,3,
376252,water,6.544641312234347,,2026-01-06T21:24:58+00:00,2026-01-06T21:27:39+00:00,3,
376253,toilet_light,,0.0006133333333333334,2026-01-06T21:36:37+00:00,2026-01-06T21:39:41+00:00,3,
376254,water,6.895204916598187,,2026-01-06T21:36:37+00:00,2026-01-06T21:39:41+00:00,3,
376255,toilet_light,,0.00040333333333333334,2026-01-06T23:14:27+00:00,2026-01-06T23:16:28+00:00,3,
